Görüntü Yükle,Analiz Sonucu,timestamp
.gradio\flagged\Görüntü Yükle\1e2ad4a6643ea5033294\C0034381.original.width-320.jpg,"⚠️ YANIK TESPİT EDİLDİ! 
(0.69 güven oranı)
Hemen soğuk su altında tutun ve doktora başvurun.",2025-12-18 12:32:16.035133
